"committer.date","committer.name","oid","changedFiles","deletions","commitUrl","message","issue#"
"2020-07-27","Zach Smith","a891e309bfaa98e2a5371ef345a6fcdea372ee8d","7","67","https://github.com/SAEONData/catalogue/commit/a891e309bfaa98e2a5371ef345a6fcdea372ee8d","Updated reporting script to NOT ommit last records in the iterator (#22)","#22"
"2020-07-27","Zach Smith","5c3fe0ef8843f07307f590c1c747a1c4840ed118","4","1","https://github.com/SAEONData/catalogue/commit/5c3fe0ef8843f07307f590c1c747a1c4840ed118","Testing that fix for secure httpOnly cookies works: was having a problem where node was refusing to set an httpOnly cookie to secure, since the incoming request was from http, since ssl is discarded by nginx on the reverse proxy (#44)","#44"
"2020-07-27","Zach Smith","7371c30313f4bc724692ea75122f18aa09678471","7","15","https://github.com/SAEONData/catalogue/commit/7371c30313f4bc724692ea75122f18aa09678471","Undid last commit - Will need to rethink how to trigger effects based on uri state change (#6)","#6"
"2020-07-27","Zach Smith","9bfe9990913d76972db81c5798b4fd68e5fde64f","8","8","https://github.com/SAEONData/catalogue/commit/9bfe9990913d76972db81c5798b4fd68e5fde64f","Fixed bug where changing the search by clicking tags resulted in pagination becoming out of sync (#6)","#6"
"2020-07-27","Zach Smith","d0137862d454efd379f964ccfdc7099730de3b5b","10","27","https://github.com/SAEONData/catalogue/commit/d0137862d454efd379f964ccfdc7099730de3b5b","Added git commit field for event logging to make it easier to associate logs with a particular version of source code deployment (#6)","#6"
"2020-07-27","Zach Smith","771d27a7b1cacabc58242ed7d2838929d482ae1d","6","12","https://github.com/SAEONData/catalogue/commit/771d27a7b1cacabc58242ed7d2838929d482ae1d","Fixed terms search box bug where terms with commas were being split into two terms (#6)","#6"
"2020-07-27","Zach Smith","c31e9adbc3736d5be7bf4d6e43efb02c743c4903","9","141","https://github.com/SAEONData/catalogue/commit/c31e9adbc3736d5be7bf4d6e43efb02c743c4903","Fixed citation problem where far to many network requests were being made, refactored layout so that no weird scrolling happens on small screens, and refactored variable naming appropriately (#6)","#6"
"2020-07-24","Zach Smith","bc8d9e87a5a38c0c11f323149aa0b275fe4cd23e","11","107","https://github.com/SAEONData/catalogue/commit/bc8d9e87a5a38c0c11f323149aa0b275fe4cd23e","Updated client event logging and feedback to include a session cookie for tracking unique clients (#44)","#44"
"2020-07-24","Zach Smith","e36b2a8063795b40fc2b7f2b0a1f15483f714c2a","12","36","https://github.com/SAEONData/catalogue/commit/e36b2a8063795b40fc2b7f2b0a1f15483f714c2a","Updated gql citation to be on the catalogue entity. much clearer, and now our api can't be used as a general doi-citation resolver (#6)","#6"
"2020-07-24","Zach Smith","26fcfe034ebcc619ea0e8b0ff54de3e3ccab1d09","25","349","https://github.com/SAEONData/catalogue/commit/26fcfe034ebcc619ea0e8b0ff54de3e3ccab1d09","Updated catalogue citations to use the datacite api. client and api work since the api is accessed via graphql (#6)","#6"
"2020-07-23","Steven","7eab1f3adea2b2a30fc5db9ef93d574dd2fb4d74","41","1077","https://github.com/SAEONData/catalogue/commit/7eab1f3adea2b2a30fc5db9ef93d574dd2fb4d74","passing on session cookie over to Zach. renamed CatalogueSession to ClientSession. ClientSession Cookie is being created, but still needs to be handled by graphql resolvers (#44)","#44"
"2020-07-23","Zach Smith","c4add693a4c6bc8b243d96c25ae02d00eb38f2e6","19","430","https://github.com/SAEONData/catalogue/commit/c4add693a4c6bc8b243d96c25ae02d00eb38f2e6","Updated deps, reordered metaview items for leo (#6), updated cors function on server to be clearer","#6"
"2020-07-21","Steven","53d10e8b6eac7e6bef4b5bbdea4d94189b14ebff","4","60","https://github.com/SAEONData/catalogue/commit/53d10e8b6eac7e6bef4b5bbdea4d94189b14ebff","Fixed citation copy to clipboard button. Now working again. Alphabetised tab order. Attempting to animate height changes of citation-dialog. Tabpanel has been refactored to be a single shared panel between all tabs with changing children in hopes to ease animation styling. CItation-dialog now has a style.js. inline styling to be moved over to style.js. Tabs now have a on hover opacity effect, this might be removed later (#43)","#43"
